,Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,afterSplit
2900,1992-06-03,0.504464,0.504464,0.482143,0.483259,0.39484,300574400,0.0010710005767085192,2.0,0.2416295
2901,1992-06-04,0.484375,0.488839,0.477679,0.486607,0.397575,180152000,0.0010710008371710535,2.0,0.2433035
2902,1992-06-05,0.488839,0.493304,0.484375,0.489955,0.400311,112728000,0.0010710010796276487,2.0,0.2449775
2903,1992-06-08,0.491071,0.491071,0.482143,0.484375,0.395752,104339200,0.001071001304519712,2.0,0.2421875
2904,1992-06-09,0.484375,0.484375,0.477679,0.482143,0.393928,101281600,0.0010710015122886516,2.0,0.2410715
2905,1992-06-10,0.482143,0.488839,0.477679,0.479911,0.392104,126604800,0.0010710017033758756,2.0,0.2399555
2906,1992-06-11,0.479911,0.484375,0.477679,0.481027,0.393016,140515200,0.0010710018782227916,2.0,0.2405135
2907,1992-06-12,0.486607,0.491071,0.484375,0.487723,0.398487,96510400,0.001071002037270808,2.0,0.2438615
2908,1992-06-15,0.482143,0.482143,0.46875,0.469866,0.383897,189190400,0.0010710021809613324,2.0,0.234933
2909,1992-06-16,0.462054,0.464286,0.435268,0.439732,0.359277,365355200,0.0010710023097357728,2.0,0.219866
2910,1992-06-17,0.4375,0.439732,0.419643,0.424107,0.34651,304248000,0.0010710024240355373,2.0,0.2120535
2911,1992-06-18,0.424107,0.4375,0.399554,0.404018,0.330097,433720000,0.0010710025243020338,2.0,0.202009
2912,1992-06-19,0.410714,0.410714,0.390625,0.399554,0.32645,427436800,0.0010710026109766702,2.0,0.199777
2913,1992-06-22,0.392857,0.399554,0.381696,0.395089,0.322802,389939200,0.0010710026845008542,2.0,0.1975445
2914,1992-06-23,0.401786,0.40625,0.397321,0.404018,0.330097,311550400,0.001071002745315994,2.0,0.202009
2915,1992-06-24,0.40625,0.410714,0.404018,0.410714,0.335568,211064000,0.0010710027938634974,2.0,0.205357
2916,1992-06-25,0.415179,0.415179,0.404018,0.407366,0.332832,160608000,0.0010710028305847726,2.0,0.203683
2917,1992-06-26,0.408482,0.410714,0.397321,0.404018,0.330097,110364800,0.001071002855921228,2.0,0.202009
2918,1992-06-29,0.408482,0.420759,0.404018,0.417411,0.34104,188428800,0.00107100287031427,2.0,0.2087055
2919,1992-06-30,0.417411,0.430804,0.415179,0.428571,0.350158,193345600,0.001071002874205308,2.0,0.2142855
2920,1992-07-01,0.428571,0.441964,0.426339,0.4375,0.357453,143528000,0.001071002868035749,2.0,0.21875
2921,1992-07-02,0.4375,0.4375,0.408482,0.412946,0.337391,256648000,0.0010710028522470016,2.0,0.206473
2922,1992-07-06,0.415179,0.417411,0.40625,0.412946,0.337391,122001600,0.0010710028272804737,2.0,0.206473
2923,1992-07-07,0.412946,0.412946,0.388393,0.395089,0.322802,207088000,0.0010710027935775725,2.0,0.1975445
2924,1992-07-08,0.392857,0.408482,0.392857,0.408482,0.333744,195955200,0.0010710027515797068,2.0,0.204241
2925,1992-07-09,0.410714,0.415179,0.408482,0.409598,0.334656,165793600,0.0010710027017282844,2.0,0.204799
2926,1992-07-10,0.410714,0.412946,0.40067,0.408482,0.333744,143796800,0.001071002644464713,2.0,0.204241
2927,1992-07-13,0.408482,0.420759,0.404018,0.419643,0.342863,125563200,0.0010710025802304006,2.0,0.2098215
2928,1992-07-14,0.419643,0.428571,0.419643,0.424107,0.34651,125988800,0.001071002509466755,2.0,0.2120535
2929,1992-07-15,0.424107,0.4375,0.421875,0.428571,0.350158,174462400,0.0010710024326151845,2.0,0.2142855
2930,1992-07-16,0.426339,0.4375,0.421875,0.435268,0.355629,139798400,0.0010710023501170965,2.0,0.217634
2931,1992-07-17,0.401786,0.410714,0.398438,0.401786,0.328273,423640000,0.0010710022624138996,2.0,0.200893
2932,1992-07-20,0.399554,0.404018,0.392857,0.399554,0.32645,192124800,0.0010710021699470013,2.0,0.199777
2933,1992-07-21,0.40625,0.412946,0.401786,0.408482,0.333744,131947200,0.0010710020731578098,2.0,0.204241
2934,1992-07-22,0.404018,0.40625,0.392857,0.395089,0.322802,161974400,0.0010710019724877327,2.0,0.1975445
2935,1992-07-23,0.397321,0.399554,0.390625,0.399554,0.32645,171516800,0.0010710018683781784,2.0,0.199777
2936,1992-07-24,0.397321,0.412946,0.392857,0.409598,0.334656,134971200,0.0010710017612705544,2.0,0.204799
2937,1992-07-27,0.408482,0.415179,0.404018,0.404018,0.330097,2396800,0.001071001651606269,2.0,0.202009
2938,1992-07-28,0.40625,0.415179,0.404018,0.415179,0.339216,134243200,0.0010710015398267298,2.0,0.2075895
2939,1992-07-29,0.416295,0.426339,0.415179,0.421875,0.344687,250768000,0.001071001426373345,2.0,0.2109375
2940,1992-07-30,0.421875,0.424107,0.417411,0.421875,0.344687,137894400,0.0010710013116875226,2.0,0.2109375
2941,1992-07-31,0.421875,0.424107,0.417411,0.417411,0.34104,90708800,0.0010710011962106701,2.0,0.2087055
2942,1992-08-03,0.417411,0.421875,0.40625,0.408482,0.333744,68544000,0.0010710010803841959,2.0,0.204241
2943,1992-08-04,0.401786,0.408482,0.399554,0.40625,0.331921,119716800,0.0010710009646495077,2.0,0.203125
2944,1992-08-05,0.40625,0.40625,0.397321,0.399554,0.32645,139260800,0.001071000849448014,2.0,0.199777
2945,1992-08-06,0.395089,0.397321,0.381696,0.392857,0.320978,257969600,0.0010710007352211217,2.0,0.1964285
2946,1992-08-07,0.375,0.390625,0.370536,0.387277,0.316419,219161600,0.0010710006224102396,2.0,0.1936385
2947,1992-08-10,0.386161,0.397321,0.383929,0.393973,0.32189,91448000,0.001071000511456775,2.0,0.1969865
2948,1992-08-11,0.397321,0.397321,0.383929,0.388393,0.317331,121307200,0.0010710004028021368,2.0,0.1941965
2949,1992-08-12,0.390625,0.395089,0.386161,0.393973,0.32189,121385600,0.0010710002968877322,2.0,0.1969865
2950,1992-08-13,0.397321,0.40625,0.395089,0.399554,0.32645,170990400,0.001071000194154969,2.0,0.199777
2951,1992-08-14,0.401786,0.404018,0.397321,0.399554,0.32645,136102400,0.0010710000950452554,2.0,0.199777
2952,1992-08-17,0.395089,0.399554,0.390625,0.399554,0.327327,128710400,0.001071,2.0,0.199777
2953,1992-08-18,0.397321,0.404018,0.397321,0.399554,0.327327,112313600,0.001070999909373606,2.0,0.199777
2954,1992-08-19,0.398438,0.404018,0.397321,0.397321,0.325498,170542400,0.001070999823172464,2.0,0.1986605
2955,1992-08-20,0.399554,0.401786,0.395089,0.399554,0.327327,108908800,0.0010709997413159607,2.0,0.199777
2956,1992-08-21,0.399554,0.404018,0.392857,0.398438,0.326413,109468800,0.0010709996637234826,2.0,0.199219
2957,1992-08-24,0.395089,0.399554,0.386161,0.386161,0.316355,152174400,0.0010709995903144158,2.0,0.1930805
2958,1992-08-25,0.386161,0.397321,0.386161,0.396205,0.324583,132361600,0.0010709995210081474,2.0,0.1981025
2959,1992-08-26,0.395089,0.397321,0.386161,0.395089,0.323669,121060800,0.0010709994557240637,2.0,0.1975445
2960,1992-08-27,0.399554,0.402902,0.395089,0.397321,0.325498,82745600,0.0010709993943815509,2.0,0.1986605
2961,1992-08-28,0.395089,0.404018,0.392857,0.401786,0.329156,61241600,0.0010709993368999962,2.0,0.200893
2962,1992-08-31,0.401786,0.412946,0.399554,0.410714,0.33647,121116800,0.0010709992831987854,2.0,0.205357
2963,1992-09-01,0.412946,0.415179,0.408482,0.415179,0.340128,60289600,0.0010709992331973059,2.0,0.2075895
2964,1992-09-02,0.415179,0.435268,0.415179,0.433036,0.354757,189896000,0.0010709991868149433,2.0,0.216518
2965,1992-09-03,0.4375,0.439732,0.426339,0.426339,0.34927,211859200,0.0010709991439710844,2.0,0.2131695
2966,1992-09-04,0.430804,0.430804,0.417411,0.421875,0.345613,63235200,0.001070999104585116,2.0,0.2109375
2967,1992-09-08,0.417411,0.428571,0.415179,0.426339,0.34927,70000000,0.0010709990685764247,2.0,0.2131695
2968,1992-09-09,0.428571,0.439732,0.426339,0.4375,0.358414,157203200,0.001070999035864397,2.0,0.21875
2969,1992-09-10,0.428571,0.441964,0.424107,0.439732,0.360242,228177600,0.0010709990063684186,2.0,0.219866
2970,1992-09-11,0.4375,0.439732,0.424107,0.425223,0.348356,179883200,0.001070998980007877,2.0,0.2126115
2971,1992-09-14,0.4375,0.446429,0.433036,0.441964,0.362071,214681600,0.0010709989567021583,2.0,0.220982
2972,1992-09-15,0.439732,0.439732,0.426339,0.430804,0.352928,218523200,0.0010709989363706495,2.0,0.215402
2973,1992-09-16,0.426339,0.430804,0.415179,0.419643,0.343785,178718400,0.0010709989189327362,2.0,0.2098215
2974,1992-09-17,0.421875,0.421875,0.405134,0.410714,0.33647,172435200,0.0010709989043078058,2.0,0.205357
2975,1992-09-18,0.408482,0.418527,0.404018,0.415179,0.340128,115606400,0.0010709988924152442,2.0,0.2075895
2976,1992-09-21,0.417411,0.426339,0.412946,0.415179,0.340128,89678400,0.0010709988831744384,2.0,0.2075895
2977,1992-09-22,0.417411,0.417411,0.404018,0.408482,0.334641,111540800,0.0010709988765047747,2.0,0.204241
2978,1992-09-23,0.410714,0.424107,0.40625,0.424107,0.347442,123972800,0.0010709988723256395,2.0,0.2120535
2979,1992-09-24,0.421875,0.426339,0.412946,0.412946,0.338298,125652800,0.00107099887055642,2.0,0.206473
2980,1992-09-25,0.412946,0.415179,0.404018,0.40625,0.332813,137468800,0.0010709988711165022,2.0,0.203125
2981,1992-09-28,0.401786,0.401786,0.390625,0.399554,0.327327,149520000,0.001070998873925272,2.0,0.199777
2982,1992-09-29,0.397321,0.40625,0.392857,0.40067,0.328241,157270400,0.001070998878902117,2.0,0.200335
2983,1992-09-30,0.401786,0.40625,0.397321,0.402902,0.33007,100049600,0.0010709988859664231,2.0,0.201451
2984,1992-10-01,0.399554,0.402902,0.395089,0.395089,0.323669,122729600,0.0010709988950375773,2.0,0.1975445
2985,1992-10-02,0.397321,0.399554,0.383929,0.390625,0.320012,113545600,0.0010709989060349661,2.0,0.1953125
2986,1992-10-05,0.386161,0.390625,0.370536,0.388393,0.318184,264958400,0.0010709989188779753,2.0,0.1941965
2987,1992-10-06,0.390625,0.401786,0.381696,0.399554,0.327327,113444800,0.0010709989334859917,2.0,0.199777
2988,1992-10-07,0.401786,0.404018,0.388393,0.390625,0.320012,113310400,0.0010709989497784027,2.0,0.1953125
2989,1992-10-08,0.392857,0.395089,0.383929,0.388393,0.318184,126974400,0.001070998967674594,2.0,0.1941965
2990,1992-10-09,0.388393,0.392857,0.383929,0.387277,0.317269,58744000,0.001070998987093952,2.0,0.1936385
2991,1992-10-12,0.386161,0.395089,0.386161,0.392857,0.321841,71635200,0.0010709990079558636,2.0,0.1964285
2992,1992-10-13,0.399554,0.410714,0.392857,0.405134,0.331898,147179200,0.0010709990301797153,2.0,0.202567
2993,1992-10-14,0.404018,0.412946,0.401786,0.410714,0.33647,95726400,0.0010709990536848938,2.0,0.205357
2994,1992-10-15,0.408482,0.410714,0.404018,0.40625,0.332813,75420800,0.001070999078390785,2.0,0.203125
2995,1992-10-16,0.417411,0.441964,0.415179,0.4375,0.358414,451348800,0.0010709991042167758,2.0,0.21875
2996,1992-10-19,0.4375,0.439732,0.433036,0.4375,0.358414,196044800,0.001070999131082253,2.0,0.21875
2997,1992-10-20,0.4375,0.446429,0.433036,0.438616,0.359328,287246400,0.001070999158906603,2.0,0.219308
2998,1992-10-21,0.439732,0.441964,0.428571,0.433036,0.354757,114251200,0.001070999187609212,2.0,0.216518
2999,1992-10-22,0.433036,0.439732,0.430804,0.435268,0.356585,84470400,0.0010709992171094667,2.0,0.217634
3000,1992-10-23,0.439732,0.441964,0.430804,0.435268,0.356585,91425600,0.0010709992473267535,2.0,0.217634
3001,1992-10-26,0.435268,0.459821,0.433036,0.459821,0.3767,250689600,0.0010709992781804596,2.0,0.2299105
3002,1992-10-27,0.459821,0.46875,0.455357,0.459821,0.3767,211960000,0.0010709993095899704,2.0,0.2299105
3003,1992-10-28,0.457589,0.470982,0.453125,0.466518,0.382186,196593600,0.0010709993414746732,2.0,0.233259
3004,1992-10-29,0.466518,0.482143,0.459821,0.475446,0.3895,213897600,0.0010709993737539544,2.0,0.237723
3005,1992-10-30,0.477679,0.477679,0.464286,0.46875,0.384015,129830400,0.0010709994063472007,2.0,0.234375
3006,1992-11-02,0.46875,0.470982,0.462054,0.466518,0.382186,170094400,0.0010709994391737982,2.0,0.233259
3007,1992-11-03,0.46875,0.46875,0.459821,0.464286,0.380358,112750400,0.0010709994721531339,2.0,0.232143
3008,1992-11-04,0.464286,0.470982,0.464286,0.46875,0.384015,141960000,0.0010709995052045937,2.0,0.234375
3009,1992-11-05,0.46875,0.491071,0.46875,0.491071,0.402301,298054400,0.0010709995382475648,2.0,0.2455355
3010,1992-11-06,0.488839,0.504464,0.488839,0.497768,0.407787,263972800,0.001070999571201433,2.0,0.248884
3011,1992-11-09,0.5,0.5,0.488839,0.493304,0.40413,112929600,0.0010709996039855855,2.0,0.246652
3012,1992-11-10,0.491071,0.504464,0.488839,0.502232,0.411444,122225600,0.0010709996365194088,2.0,0.251116
3013,1992-11-11,0.504464,0.520089,0.502232,0.506696,0.415101,140425600,0.001070999668722289,2.0,0.253348
3014,1992-11-12,0.508929,0.513393,0.503348,0.507813,0.416016,107598400,0.0010709997005136126,2.0,0.2539065
3015,1992-11-13,0.508929,0.511161,0.5,0.502232,0.411444,84750400,0.0010709997318127666,2.0,0.251116
3016,1992-11-16,0.502232,0.515625,0.5,0.512277,0.419673,67547200,0.001070999762539137,2.0,0.2561385
3017,1992-11-17,0.511161,0.513393,0.489955,0.493304,0.40413,168806400,0.0010709997926121111,2.0,0.246652
3018,1992-11-18,0.5,0.520089,0.495536,0.515625,0.422416,304808000,0.0010709998219510745,2.0,0.2578125
3019,1992-11-19,0.515625,0.53125,0.515625,0.520089,0.426073,240542400,0.001070999850475414,2.0,0.2600445
3020,1992-11-20,0.522321,0.524554,0.508929,0.513393,0.420588,155489600,0.001070999878104517,2.0,0.2566965
3021,1992-11-23,0.504464,0.508929,0.502232,0.506696,0.415101,152723200,0.001070999904757769,2.0,0.253348
3022,1992-11-24,0.508929,0.513393,0.504464,0.513393,0.420588,156822400,0.0010709999303545564,2.0,0.2566965
3023,1992-11-25,0.508929,0.511161,0.5,0.504464,0.413273,117342400,0.0010709999548142665,2.0,0.252232
3024,1992-11-27,0.504464,0.511161,0.502232,0.504464,0.413273,47196800,0.0010709999780562855,2.0,0.252232
3025,1992-11-30,0.502232,0.513393,0.496652,0.513393,0.421482,160507200,0.001071,2.0,0.2566965
3026,1992-12-01,0.511161,0.526786,0.506696,0.520089,0.42698,130144000,0.0010710000205836254,2.0,0.2600445
3027,1992-12-02,0.520089,0.522321,0.508929,0.511161,0.41965,97776000,0.0010710000398206942,2.0,0.2555805
3028,1992-12-03,0.504464,0.514509,0.501116,0.513393,0.421482,187588800,0.0010710000577435672,2.0,0.2566965
3029,1992-12-04,0.511161,0.513393,0.504464,0.507813,0.416901,95782400,0.0010710000743846067,2.0,0.2539065
3030,1992-12-07,0.506696,0.515625,0.506696,0.515625,0.423315,144222400,0.0010710000897761732,2.0,0.2578125
3031,1992-12-08,0.515625,0.524554,0.515625,0.518973,0.426064,196638400,0.0010710001039506284,2.0,0.2594865
3032,1992-12-09,0.515625,0.517857,0.511161,0.514509,0.422399,159409600,0.0010710001169403338,2.0,0.2572545
3033,1992-12-10,0.511161,0.514509,0.504464,0.511161,0.41965,140190400,0.0010710001287776506,2.0,0.2555805
3034,1992-12-11,0.511161,0.520089,0.511161,0.513393,0.421482,120187200,0.0010710001394949398,2.0,0.2566965
3035,1992-12-14,0.513393,0.515625,0.506696,0.511161,0.41965,110510400,0.001071000149124563,2.0,0.2555805
3036,1992-12-15,0.506696,0.508929,0.495536,0.503348,0.413236,182537600,0.0010710001576988816,2.0,0.251674
3037,1992-12-16,0.502232,0.508929,0.486607,0.491071,0.403157,225926400,0.001071000165250257,2.0,0.2455355
3038,1992-12-17,0.493304,0.513393,0.493304,0.507813,0.416901,233867200,0.0010710001718110505,2.0,0.2539065
3039,1992-12-18,0.513393,0.529018,0.511161,0.520089,0.42698,235457600,0.0010710001774136234,2.0,0.2600445
3040,1992-12-21,0.520089,0.535714,0.517857,0.532366,0.437059,256065600,0.001071000182090337,2.0,0.266183
3041,1992-12-22,0.533482,0.546875,0.533482,0.541295,0.444389,280168000,0.0010710001858735528,2.0,0.2706475
3042,1992-12-23,0.537946,0.540179,0.529018,0.533482,0.437975,112336000,0.001071000188795632,2.0,0.266741
3043,1992-12-24,0.535714,0.535714,0.526786,0.526786,0.432478,45964800,0.0010710001908889354,2.0,0.263393
3044,1992-12-28,0.529018,0.533482,0.529018,0.53125,0.436142,70448000,0.0010710001921858258,2.0,0.265625
3045,1992-12-29,0.53125,0.542411,0.53125,0.532366,0.437059,116278400,0.001071000192718663,2.0,0.266183
3046,1992-12-30,0.533482,0.533482,0.524554,0.524554,0.430645,100587200,0.0010710001925198095,2.0,0.262277
3047,1992-12-31,0.524554,0.535714,0.524554,0.533482,0.437975,92232000,0.0010710001916216262,2.0,0.266741
3048,1993-01-04,0.53125,0.535714,0.515625,0.520089,0.42698,129136000,0.001071000190056474,2.0,0.2600445
3049,1993-01-05,0.517857,0.529018,0.511161,0.529018,0.43431,186256000,0.0010710001878567145,2.0,0.264509
3050,1993-01-06,0.542411,0.553571,0.540179,0.551339,0.452635,281400000,0.0010710001850547093,2.0,0.2756695
3051,1993-01-07,0.551339,0.558036,0.541295,0.544643,0.447138,272137600,0.00107100018168282,2.0,0.2723215
3052,1993-01-08,0.542411,0.5625,0.533482,0.555804,0.456301,320936000,0.0010710001777734074,2.0,0.277902
3053,1993-01-11,0.553571,0.574777,0.551339,0.572545,0.470045,273728000,0.0010710001733588326,2.0,0.2862725
3054,1993-01-12,0.560268,0.569196,0.549107,0.549107,0.450803,346158400,0.0010710001684714578,2.0,0.2745535
3055,1993-01-13,0.549107,0.571429,0.546875,0.566964,0.465463,199640000,0.001071000163143644,2.0,0.283482
3056,1993-01-14,0.571429,0.582589,0.569196,0.580357,0.476458,367808000,0.001071000157407752,2.0,0.2901785
3057,1993-01-15,0.544643,0.555804,0.535714,0.537946,0.44164,902630400,0.0010710001512961437,2.0,0.268973
3058,1993-01-18,0.53125,0.535714,0.517857,0.53125,0.436142,333636800,0.0010710001448411806,2.0,0.265625
3059,1993-01-19,0.533482,0.540179,0.529018,0.533482,0.437975,274041600,0.0010710001380752233,2.0,0.266741
3060,1993-01-20,0.533482,0.537946,0.53125,0.535714,0.439807,158737600,0.001071000131030634,2.0,0.267857
3061,1993-01-21,0.533482,0.537946,0.524554,0.535714,0.439807,184419200,0.0010710001237397735,2.0,0.267857
3062,1993-01-22,0.537946,0.537946,0.526786,0.53125,0.436142,146944000,0.0010710001162350035,2.0,0.265625
3063,1993-01-25,0.529018,0.540179,0.529018,0.535714,0.439807,202272000,0.001071000108548685,2.0,0.267857
3064,1993-01-26,0.540179,0.553571,0.540179,0.542411,0.445305,285622400,0.0010710001007131792,2.0,0.2712055
3065,1993-01-27,0.544643,0.551339,0.524554,0.537946,0.44164,226620800,0.001071000092760848,2.0,0.268973
3066,1993-01-28,0.535714,0.537946,0.529018,0.534598,0.438891,184038400,0.0010710000847240528,2.0,0.267299
3067,1993-01-29,0.537946,0.546875,0.526786,0.53125,0.436142,266100800,0.001071000076635154,2.0,0.265625
3068,1993-02-01,0.529018,0.546875,0.529018,0.546875,0.44897,240553600,0.0010710000685265138,2.0,0.2734375
3069,1993-02-02,0.542411,0.549107,0.537946,0.537946,0.44164,182336000,0.0010710000604304936,2.0,0.268973
3070,1993-02-03,0.544643,0.544643,0.522321,0.535714,0.439807,264185600,0.001071000052379454,2.0,0.267857
3071,1993-02-04,0.535714,0.537946,0.526786,0.53125,0.436142,208152000,0.001071000044405757,2.0,0.265625
3072,1993-02-05,0.529018,0.53125,0.502232,0.511161,0.41965,367617600,0.0010710000365417634,2.0,0.2555805
3073,1993-02-08,0.508929,0.513393,0.495536,0.504464,0.414152,281075200,0.0010710000288198353,2.0,0.252232
3074,1993-02-09,0.508929,0.512277,0.504464,0.507813,0.416901,238660800,0.0010710000212723336,2.0,0.2539065
3075,1993-02-10,0.508929,0.511161,0.491071,0.497768,0.408655,268284800,0.0010710000139316194,2.0,0.248884
3076,1993-02-11,0.497768,0.502232,0.491071,0.492188,0.404074,168268800,0.0010710000068300544,2.0,0.246094
3077,1993-02-12,0.491071,0.495536,0.479911,0.481027,0.395772,275396800,0.001071,2.0,0.2405135
3078,1993-02-16,0.477679,0.477679,0.459821,0.473214,0.389344,407736000,0.0010709999934675966,2.0,0.236607
3079,1993-02-17,0.475446,0.482143,0.464286,0.481027,0.395772,249580800,0.0010709999872341022,2.0,0.2405135
3080,1993-02-18,0.491071,0.493304,0.477679,0.491071,0.404036,280123200,0.0010709999812945536,2.0,0.2455355
3081,1993-02-19,0.493304,0.495536,0.488839,0.491071,0.404036,177800000,0.001070999975643989,2.0,0.2455355
3082,1993-02-22,0.491071,0.5,0.488839,0.492188,0.404955,98761600,0.0010709999702774445,2.0,0.246094
3083,1993-02-23,0.491071,0.493304,0.482143,0.484375,0.398527,194073600,0.0010709999651899575,2.0,0.2421875
3084,1993-02-24,0.465402,0.481027,0.465402,0.478795,0.393936,286563200,0.0010709999603765658,2.0,0.2393975
3085,1993-02-25,0.475446,0.488839,0.475446,0.488839,0.402199,167227200,0.0010709999558323063,2.0,0.2444195
3086,1993-02-26,0.484375,0.484375,0.466518,0.473214,0.389344,294884800,0.0010709999515522157,2.0,0.236607
3087,1993-03-01,0.473214,0.477679,0.470982,0.475446,0.39118,119302400,0.0010709999475313316,2.0,0.237723
3088,1993-03-02,0.473214,0.486607,0.473214,0.484375,0.398527,147694400,0.0010709999437646912,2.0,0.2421875
3089,1993-03-03,0.482143,0.491071,0.475446,0.487723,0.401281,202697600,0.0010709999402473316,2.0,0.2438615
3090,1993-03-04,0.486607,0.493304,0.477679,0.491071,0.404036,188339200,0.00107099993697429,2.0,0.2455355
3091,1993-03-05,0.488839,0.497768,0.488839,0.491071,0.404036,111619200,0.0010709999339406037,2.0,0.2455355
3092,1993-03-08,0.491071,0.506696,0.491071,0.504464,0.415055,177004800,0.0010709999311413097,2.0,0.252232
3093,1993-03-09,0.504464,0.513393,0.504464,0.506696,0.416892,154828800,0.001070999928571445,2.0,0.253348
3094,1993-03-10,0.506696,0.511161,0.5,0.506696,0.416892,132496000,0.001070999926226047,2.0,0.253348
3095,1993-03-11,0.508929,0.511161,0.502232,0.507813,0.417811,144614400,0.0010709999241001534,2.0,0.2539065
3096,1993-03-12,0.506696,0.506696,0.495536,0.502232,0.413219,126694400,0.0010709999221888004,2.0,0.251116
3097,1993-03-15,0.5,0.511161,0.49442,0.508929,0.418729,136035200,0.0010709999204870262,2.0,0.2544645
3098,1993-03-16,0.511161,0.515625,0.504464,0.504464,0.415055,101281600,0.0010709999189898668,2.0,0.252232
3099,1993-03-17,0.504464,0.508929,0.491071,0.492188,0.404955,176220800,0.0010709999176923602,2.0,0.246094
3100,1993-03-18,0.491071,0.496652,0.486607,0.486607,0.400363,106187200,0.0010709999165895438,2.0,0.2433035
3101,1993-03-19,0.491071,0.493304,0.477679,0.479911,0.394854,154100800,0.0010709999156764544,2.0,0.2399555
3102,1993-03-22,0.477679,0.481027,0.470982,0.475446,0.39118,165200000,0.001070999914948129,2.0,0.237723
3103,1993-03-23,0.475446,0.482143,0.469866,0.470982,0.387507,102536000,0.0010709999143996046,2.0,0.235491
3104,1993-03-24,0.470982,0.484375,0.46875,0.479911,0.394854,143068800,0.0010709999140259194,2.0,0.2399555
3105,1993-03-25,0.479911,0.488839,0.477679,0.488839,0.402199,171046400,0.0010709999138221098,2.0,0.2444195
3106,1993-03-26,0.488839,0.488839,0.46875,0.475446,0.39118,151760000,0.001070999913783213,2.0,0.237723
3107,1993-03-29,0.466518,0.46875,0.453125,0.455357,0.374652,261710400,0.0010709999139042663,2.0,0.2276785
3108,1993-03-30,0.456473,0.466518,0.448661,0.466518,0.383835,264051200,0.0010709999141803072,2.0,0.233259
3109,1993-03-31,0.46875,0.470982,0.457589,0.459821,0.378324,223036800,0.001070999914606372,2.0,0.2299105
3110,1993-04-01,0.457589,0.464286,0.455357,0.462054,0.380162,108203200,0.0010709999151774987,2.0,0.231027
3111,1993-04-02,0.450893,0.457589,0.441964,0.447545,0.368224,253792000,0.0010709999158887242,2.0,0.2237725
3112,1993-04-05,0.446429,0.450893,0.441964,0.446429,0.367306,149172800,0.0010709999167350863,2.0,0.2232145
3113,1993-04-06,0.446429,0.448661,0.435268,0.435268,0.358123,168369600,0.001070999917711621,2.0,0.217634
3114,1993-04-07,0.4375,0.453125,0.433036,0.450893,0.370979,162848000,0.0010709999188133663,2.0,0.2254465
3115,1993-04-08,0.446429,0.450893,0.4375,0.444196,0.365469,163430400,0.0010709999200353589,2.0,0.222098
3116,1993-04-12,0.441964,0.455357,0.441964,0.446429,0.367306,93049600,0.0010709999213726368,2.0,0.2232145
3117,1993-04-13,0.450893,0.457589,0.430804,0.433036,0.356287,164483200,0.0010709999228202365,2.0,0.216518
3118,1993-04-14,0.430804,0.435268,0.425223,0.435268,0.358123,170060800,0.001070999924373195,2.0,0.217634
3119,1993-04-15,0.430804,0.430804,0.417411,0.421875,0.347104,218702400,0.0010709999260265501,2.0,0.2109375
3120,1993-04-16,0.430804,0.435268,0.422991,0.429688,0.353532,686795200,0.0010709999277753383,2.0,0.214844
3121,1993-04-19,0.433036,0.441964,0.430804,0.433036,0.356287,227864000,0.0010709999296145975,2.0,0.216518
3122,1993-04-20,0.435268,0.448661,0.430804,0.446429,0.367306,240049600,0.001070999931539365,2.0,0.2232145
3123,1993-04-21,0.448661,0.453125,0.439732,0.44308,0.36455,205273600,0.0010709999335446767,2.0,0.22154
3124,1993-04-22,0.439732,0.450893,0.4375,0.446429,0.367306,157673600,0.0010709999356255707,2.0,0.2232145
3125,1993-04-23,0.444196,0.448661,0.435268,0.439732,0.361796,134142400,0.0010709999377770847,2.0,0.219866
3126,1993-04-26,0.439732,0.444196,0.433036,0.4375,0.359959,102804800,0.001070999939994255,2.0,0.21875
3127,1993-04-27,0.435268,0.448661,0.435268,0.448661,0.369142,129673600,0.0010709999422721193,2.0,0.2243305
3128,1993-04-28,0.444196,0.464286,0.444196,0.458705,0.377406,163240000,0.0010709999446057146,2.0,0.2293525
3129,1993-04-29,0.459821,0.462054,0.447545,0.453125,0.372815,82443200,0.0010709999469900775,2.0,0.2265625
3130,1993-04-30,0.453125,0.46875,0.453125,0.457589,0.376488,132339200,0.0010709999494202462,2.0,0.2287945
3131,1993-05-03,0.457589,0.464286,0.455357,0.46317,0.38108,65184000,0.001070999951891257,2.0,0.231585
3132,1993-05-04,0.466518,0.484375,0.464286,0.476563,0.392099,170822400,0.001070999954398148,2.0,0.2382815
3133,1993-05-05,0.473214,0.495536,0.473214,0.486607,0.400363,253064000,0.0010709999569359558,2.0,0.2433035
3134,1993-05-06,0.486607,0.488839,0.477679,0.479911,0.394854,70459200,0.0010709999594997173,2.0,0.2399555
3135,1993-05-07,0.477679,0.488839,0.477679,0.488839,0.402199,81894400,0.0010709999620844702,2.0,0.2444195
3136,1993-05-10,0.491071,0.498884,0.491071,0.491071,0.404036,137928000,0.0010709999646852516,2.0,0.2455355
3137,1993-05-11,0.491071,0.493304,0.482143,0.486607,0.400363,158379200,0.0010709999672970988,2.0,0.2433035
3138,1993-05-12,0.484375,0.488839,0.473214,0.475446,0.39118,105224000,0.0010709999699150487,2.0,0.237723
3139,1993-05-13,0.477679,0.497768,0.477679,0.495536,0.407709,361726400,0.0010709999725341385,2.0,0.247768
